filename,cleanup content,directory,cluster
15642358_1.txt,eschercontainerrecord dggcontainer new eschercontainerrecord dggcontainer setrecordid short 0xf000 dggcontainer setoptions short 0x000f dggcontainer addchildrecord dgg dggcontainer addchildrecord bstorecontainer dggcontainer addchildrecord opt dggcontainer addchildrecord splitmenucolors,EscherContainerRecord,9.0
97394959_1.txt,eschercontainerrecord bstore bstore setrecordid eschercontainerrecord bstore container iterator escherrecord iter bstore getchilditerator bstore addchildrecord bse int count bstore getchildrecords size bstore setoptions short count 4 0xf,EscherContainerRecord,7.0
15642409_4.txt,eschercontainerrecord spgrcontainer new eschercontainerrecord spgrcontainer setrecordid eschercontainerrecord spgr container spgrcontainer setoptions short 0x000f spgrcontainer addchildrecord spcontainer,EscherContainerRecord,9.0
15642409_6.txt,private escherrecord findclientdata eschercontainerrecord spcontainer for iterator iterator spcontainer getchildrecords iterator iterator hasnext,EscherContainerRecord,14.0
15642358_2.txt,eschercontainerrecord bstorecontainer null bstorecontainer setrecordid eschercontainerrecord bstore container bstorecontainer setoptions short escherbserecords size 4 0xf bstorecontainer addchildrecord escherrecord,EscherContainerRecord,7.0
97394959_2.txt,eschercontainerrecord dggcontainer documentrecord getppdrawinggroup getdggcontainer dggcontainer addchildbefore bstore escheroptrecord record id,EscherContainerRecord,1.0
15642358_3.txt,eschercontainerrecord dggcontainer eschercontainerrecord drawinggroup getescherrecord 0 if dggcontainer getchild 1 getrecordid eschercontainerrecord bstore container bstorecontainer eschercontainerrecord dggcontainer getchild 1 dggcontainer getchildrecords add 1 bstorecontainer,EscherContainerRecord,4.0
15642409_7.txt,eschercontainerrecord dgcontainer new eschercontainerrecord dgcontainer setrecordid eschercontainerrecord dg container dgcontainer setoptions short 0x000f dgcontainer addchildrecord dg dgcontainer addchildrecord spgrcontainer,EscherContainerRecord,9.0
96673744_1.txt,xwpfpicturedata picturedata super getpicturedata picture string src picturedata getfilename,XWPFPictureData,1.0
96672565_1.txt,xwpfpicturedata picturedata getpicturedata picture extractor extract word media picturedata getfilename picturedata getdata error while extracting the image picturedata getfilename e,XWPFPictureData,4.0
96673019_1.txt,xwpfpicturedata picturedata super getpicturedata picture image img image getinstance picturedata getdata,XWPFPictureData,2.0
96673266_1.txt,xwpfpicturedata picturedata super getpicturedatabyid blipid string src picturedata getfilename,XWPFPictureData,1.0
96673303_1.txt,xwpfpicturedata picturedata super getpicturedatabyid blipid image img image getinstance picturedata getdata,XWPFPictureData,2.0
12208722_1.txt,xwpfpicturedata picturedata xwpfpictureutil getpicturedata document blipid string src picturedata getfilename,XWPFPictureData,1.0
12208685_1.txt,xwpfpicturedata picturedata xwpfpictureutil getpicturedata document blipid image img image getinstance picturedata getdata,XWPFPictureData,3.0
50611261_1.txt,npoifsfilesystem fs new npoifsfilesystem tneffile directorynode root fs getroot fs close,NPOIFSFileSystem,1.0
116052780_1.txt,npoifsfilesystem npoifsfilesystem null npoifsfilesystem close,NPOIFSFileSystem,2.0
97394255_1.txt,public hslfslideshow npoifsfilesystem filesystem throws ioexception this filesystem getroot,NPOIFSFileSystem,1.0
97383067_1.txt,protected poidocument npoifsfilesystem fs this fs getroot,NPOIFSFileSystem,1.0
95326019_1.txt,private npoifsfilesystem npoifs npoifs close,NPOIFSFileSystem,2.0
15642442_1.txt,mergecellsrecord rec new mergecellsrecord rec field 2 regions new arraylist rec addarea oldregion row from oldregion col from oldregion row to oldregion col to,MergeCellsRecord,2.0
15642365_4.txt,mergecellsrecord record mergecellsrecord mergedrecords get n if startnumregions record getnumareas index startnumregions record getnumareas,MergeCellsRecord,1.0
15642365_5.txt,mergecellsrecord retval new mergecellsrecord retval setnumareas short 0,MergeCellsRecord,3.0
15642365_1.txt,protected mergecellsrecord merged null retval nummergedregions retval merged getnumareas if merged null merged getnumareas 1027 merged addarea rowfrom colfrom rowto colto if nummergedregions index merged getnumareas startnumregions nummergedregions merged getnumareas startnumregions nummergedregions merged getnumareas,MergeCellsRecord,1.0
15642365_2.txt,mergecellsrecord record mergecellsrecord mergedrecords get n if startnumregions record getnumareas index startnumregions record getnumareas,MergeCellsRecord,1.0
15642365_3.txt,mergecellsrecord rec mergecellsrecord mergedrecords get pos rec removeareaat index startnumregions if rec getnumareas 0,MergeCellsRecord,1.0
67045174_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
107878911_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
118894791_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
95860765_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
136224311_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
111785558_1.txt,private void set property property date value metadata set property value tostring,Date,1.0
111785558_2.txt,private void set string name date value metadata set name value tostring,Date,2.0
7074205_2.txt,public systemtime date date this date gettime,Date,4.0
108248504_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
7074205_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
107878921_1.txt,public static long datetofiletime final date date final long ms since 19700101 date gettime,Date,3.0
97406292_6.txt,public packagerelationship addrelationship packagepartname targetpartname if targetpartname isrelationshipparturi targetpartname geturi targetmode relationshiptype relid,PackagePartName,2.0
97406292_5.txt,public void deletepartrecursive packagepartname partname partname geturi relationship gettargeturi partname getname,PackagePartName,3.0
97406292_4.txt,packagepartname sourcepartname if sourcepartname geturi equals,PackagePartName,2.0
97406292_1.txt,packagepartname partname part getpartname string name partname getname,PackagePartName,1.0
97406292_3.txt,public void removepart packagepartname partname if partname isrelationshipparturi getsourceparturifromrelationshipparturi partname geturi,PackagePartName,2.0
97406292_2.txt,packagepart createpart packagepartname partname string contenttype a part with the name partname getname,PackagePartName,1.0
15642386_1.txt,objectprotectrecord rec new objectprotectrecord rec field 1 protect field 1 protect,ObjectProtectRecord,1.0
15642365_1.txt,protected objectprotectrecord objprotect null objprotect setprotect false objprotect null objprotect getprotect,ObjectProtectRecord,2.0
15642365_2.txt,objectprotectrecord retval new objectprotectrecord retval setprotect false,ObjectProtectRecord,1.0
15642365_3.txt,objectprotectrecord rec createobjectprotect rec setprotect true,ObjectProtectRecord,1.0
15642252_1.txt,private intlist entries entries size size int startblock entries size entries add index entries add poifsconstants end of chain blocks batblock createbatblocks entries toarray size,IntList,3.0
15642643_1.txt,public intlist final intlist list this list array length system arraycopy list array 0 array 0 array length limit list limit,IntList,1.0
15642418_1.txt,public intlist field 5 dbcells array of offsets to dbcell records field 5 dbcells add in readint field 5 dbcells add cell field 5 dbcells set cell value return field 5 dbcells size return field 5 dbcells get cellnum rec field 5 dbcells addall field 5 dbcells,IntList,4.0
15642643_3.txt,public boolean addall final int index final intlist c if c limit 0 if limit c limit array length growarray limit c limit system arraycopy array index array index c limit system arraycopy c array 0 array index c limit limit c limit,IntList,1.0
15642643_2.txt,public boolean addall final intlist c if c limit 0 if limit c limit array length growarray limit c limit system arraycopy c array 0 array limit c limit limit c limit,IntList,1.0
15642643_6.txt,public boolean removeall final intlist c for int j 0 j c limit j if removevalue c array j,IntList,1.0
15642643_7.txt,public boolean retainall final intlist c if c contains array j,IntList,1.0
15642643_5.txt,intlist other intlist o if other limit limit rval array j other array j,IntList,1.0
15642643_4.txt,public boolean containsall final intlist c for int j 0 rval j c limit j if contains c array j,IntList,1.0
15642640_1.txt,intlist cols intlist rows get row if col cols size return cols get col,IntList,2.0
15642640_2.txt,intlist cols intlist rows get row cols set col value,IntList,2.0
15642640_3.txt,intlist cols intlist rows get row while cols size col cols add 0,IntList,2.0
97398057_1.txt,private final intlist entries currentblock entries get currentblock return entries get index 1 return entries get index raw blocks zap entries size entries add entry,IntList,3.0
15642640_4.txt,intlist cols intlist rows get row return col cols size,IntList,2.0
15642268_1.txt,private intlist entries currentblock entries get currentblock rval entries get index 1 return entries get index raw blocks zap entries size entries add entry,IntList,3.0
15642391_1.txt,panerecord rec new panerecord rec field 1 x field 1 x rec field 2 y field 2 y rec field 3 toprow field 3 toprow rec field 4 leftcolumn field 4 leftcolumn rec field 5 activepane field 5 activepane,PaneRecord,2.0
15642365_1.txt,panerecord pane new panerecord pane setx short colsplit pane sety short rowsplit pane settoprow short toprow pane setleftcolumn short leftmostcolumn pane settoprow short 0 pane setactivepane short 1 pane setleftcolumn short 64 pane setactivepane short 2 pane setactivepane short 0 sel setpane byte pane getactivepane,PaneRecord,1.0
15642365_2.txt,panerecord r new panerecord r setx short xsplitpos r sety short ysplitpos r settoprow short toprow r setleftcolumn short leftmostcolumn r setactivepane short activepane,PaneRecord,1.0
15642365_3.txt,panerecord rec panerecord findfirstrecordbysid panerecord sid return new paneinformation rec getx rec gety rec gettoprow rec getleftcolumn byte rec getactivepane windowtwo getfreezepanes,PaneRecord,1.0
97383916_2.txt,escherrecord r iterator next remainingbytes r getrecordsize,EscherRecord,6.0
97383916_3.txt,escherrecord r iterator next pos r serialize pos data listener,EscherRecord,6.0
97383916_10.txt,escherrecord r iterator next else if r getrecordid recordid,EscherRecord,4.0
97383916_1.txt,escherrecord child recordfactory createrecord data offset int childbyteswritten child fillfields data offset recordfactory,EscherRecord,1.0
97394276_1.txt,escherrecord escherrecord iterator next if escherrecord getrecordid recordid,EscherRecord,4.0
97383916_4.txt,escherrecord r iterator next childrecordssize r getrecordsize,EscherRecord,6.0
97383916_5.txt,escherrecord r iterator next if r getrecordid recordid,EscherRecord,4.0
97383916_7.txt,escherrecord rec childrecords get i if rec getrecordid insertbeforerecordid,EscherRecord,4.0
97383916_6.txt,escherrecord escherrecord iterator next escherrecord display w indent 1,EscherRecord,8.0
97383906_1.txt,escherrecord escherrecord null escherrecord setrecordid recordid escherrecord setoptions options,EscherRecord,3.0
97383865_5.txt,escherrecord record iterator next builder append record toxml tab t,EscherRecord,5.0
97383865_4.txt,for escherrecord record childrecords children append record tostring,EscherRecord,5.0
97394323_2.txt,escherrecord rec it next if rec getrecordid eschercontainerrecord spgr container,EscherRecord,4.0
97394323_3.txt,escherrecord rec it next if rec getrecordid eschercontainerrecord sp container,EscherRecord,4.0
97383865_1.txt,escherrecord child recordfactory createrecord data offset int childbyteswritten child fillfields data offset recordfactory,EscherRecord,1.0
97383865_3.txt,for escherrecord r childrecords pos r serialize pos data listener,EscherRecord,6.0
97394323_1.txt,escherrecord rec it next if rec getrecordid eschercontainerrecord spgr container,EscherRecord,4.0
97383865_2.txt,for escherrecord r childrecords remainingbytes r getrecordsize,EscherRecord,6.0
97394265_1.txt,escherrecord anchor anchor fillfields header 0 null,EscherRecord,2.0
97383916_8.txt,escherrecord record iterator next builder append record toxml tab t,EscherRecord,5.0
97383916_9.txt,for escherrecord childrecord childrecords if childrecord getrecordid recordid,EscherRecord,4.0
97394265_2.txt,escherrecord r shape getescherchild getspcontainer escherclientdatarecord record id byte data r serialize r fillfields data 0 new defaultescherrecordfactory,EscherRecord,2.0
111785559_1.txt,for escherrecord escherrecord records findpictures escherrecord getchildrecords,EscherRecord,7.0
97384428_1.txt,escherrecord escherrecord bliprecords get 0 switch escherrecord getrecordid,EscherRecord,2.0
12208676_2.txt,public xwpfelementvisitor xwpfdocument document this defaults document getstyle getdocdefaults,XWPFDocument,3.0
12208676_1.txt,protected final xwpfdocument document this defaults document getstyle getdocdefaults ctsectpr sectpr document getdocument getbody getsectpr list ibodyelement bodyelements document getbodyelements packagepart hdrpart document getpartbyid headerref getid packagepart hdrpart document getpartbyid footerref getid return document getstyles getstyle styleid,XWPFDocument,2.0
111785573_2.txt,private void extracttablecontent xwpfdocument doc xhtmlcontenthandler xhtml for cttbl table doc getdocument getbody gettblarray,XWPFDocument,2.0
66649309_1.txt,xwpfdocument doc new xwpfdocument fs for int i 0 i doc getparagraphs size i xwpfparagraph paragraph doc getparagraphs get i doc write new fileoutputstream home nickl virtualshared 230700 62 01 0 1 2 docx,XWPFDocument,1.0
111785573_3.txt,xwpfdocument document xwpfdocument extractor getdocument parts add document getpackagepart,XWPFDocument,3.0
111785573_1.txt,xwpfdocument document xwpfdocument extractor getdocument xwpfheaderfooterpolicy hfpolicy document getheaderfooterpolicy iterator xwpfparagraph i document getparagraphsiterator,XWPFDocument,3.0
96672565_1.txt,protected final xwpfdocument document list ibodyelement bodyelements document getbodyelements xwpfnum num document getnumbering getnum numid getval xwpfabstractnum abstractnum document getnumbering getabstractnum abstractnumid getval xwpfhyperlink hyperlink document gethyperlinkbyid hyperlinkid return document getstyles getstyle styleid packagepart hdrpart document getpartbyid headerref getid list xwpfheader headers document getheaderlist packagepart hdrpart document getpartbyid footerref getid list xwpffooter footers document getfooterlist return document getpicturedatabyid blipid,XWPFDocument,2.0
96672666_1.txt,private final xwpfdocument document list ctstyle styles document getstyle getstylelist return document getstyle getdocdefaults for poixmldocumentpart p document getrelations for poixmldocumentpart p document getrelations,XWPFDocument,2.0
76071738_1.txt,xwpfdocument doc new xwpfdocument xwpfparagraph p1 doc createparagraph doc write outs,XWPFDocument,1.0
46076962_1.txt,private final xwpfdocument document for xwpfparagraph p document getparagraphs iterator xwpftable tableiter document gettablesiterator,XWPFDocument,2.0
12208721_1.txt,private xwpfdocument document defaults document getstyle getdocdefaults for poixmldocumentpart part document getrelations list ibodyelement bodyelement document getbodyelements,XWPFDocument,2.0
12208721_2.txt,public oldxhtmlmapper xwpfdocument document defaults document getstyle getdocdefaults,XWPFDocument,3.0
12208720_1.txt,public static stringbuilder getstyle xwpfdocument document ctdocdefaults defaults ctsectpr sectpr document getdocument getbody getsectpr,XWPFDocument,3.0
134954814_1.txt,final xwpfdocument doc xwpfdocument docobj final list xwpftable tablelist doc gettables lstparagraphs addall doc getparagraphs,XWPFDocument,2.0
97383976_1.txt,picture picture final int aspectratiox picture gethorizontalscalingfactor final int aspectratioy picture getverticalscalingfactor final float imagewidth aspectratiox 0 picture getdxagoal picture getdxagoal abstractwordutils twips per inch final float imageheight aspectratioy 0 picture getdyagoal picture getdyagoal abstractwordutils twips per inch string url filemanager savepicture picture getcontent picture suggestpicturetype picture suggestfullfilename imagewidth imageheight,Picture,1.0
111785561_1.txt,for picture picture pictures string extension picture suggestfileextension tikainputstream stream tikainputstream get picture getcontent,Picture,2.0
97383966_2.txt,boolean inlined picture picture picture suggestfullfilename can be here,Picture,3.0
97384386_1.txt,for picture picture allpictures system out println picture tostring,Picture,2.0
97383966_1.txt,picture picture string imagesourcepath final int aspectratiox picture gethorizontalscalingfactor final int aspectratioy picture getverticalscalingfactor imagewidth picture getdxagoal aspectratiox 1000 cropright picture getdxacropright aspectratiox 1000 cropleft picture getdxacropleft aspectratiox 1000 imagewidth picture getdxagoal twips per inch cropright picture getdxacropright twips per inch cropleft picture getdxacropleft twips per inch imageheight picture getdyagoal aspectratioy 1000 croptop picture getdyacroptop aspectratioy 1000 cropbottom picture getdyacropbottom aspectratioy 1000 imageheight picture getdyagoal twips per inch croptop picture getdyacroptop twips per inch cropbottom picture getdyacropbottom twips per inch,Picture,1.0
15642370_2.txt,continuerecord c2 new continuerecord c2 setdata c2data,ContinueRecord,1.0
15642337_1.txt,continuerecord crec continuerecord recs 0 lastdrawingrecord processcontinuerecord crec getdata drawinggrouprecord lastrec processcontinuerecord crec getdata,ContinueRecord,2.0
15642370_1.txt,continuerecord c2 createcontinue2 int byteswritten3 c2 serialize pos data,ContinueRecord,1.0
15642378_1.txt,continuerecord clone new continuerecord clone setdata field 1 data,ContinueRecord,1.0
60212069_1.txt,cellrangeaddresslist rangelist new cellrangeaddresslist for cellrangeaddress cra rangelistforcolumns get 0 rangelist addcellrangeaddress cra,CellRangeAddressList,1.0
60212069_3.txt,public static cellrangeaddresslist getentirecolumn cellrangeaddresslist cellsrefs for int i 0 i cellsrefs countranges i cellrangeaddress cra cellsrefs getcellrangeaddress i,CellRangeAddressList,3.0
60212069_2.txt,cellrangeaddresslist rangelist new cellrangeaddresslist return rangelist countranges 0 rangelist null,CellRangeAddressList,1.0
60212069_6.txt,cellrangeaddresslist listcra new cellrangeaddresslist listcra addcellrangeaddress cra listcra addcellrangeaddress cra return listcra countranges 0 listcra null,CellRangeAddressList,1.0
60212069_7.txt,public static void hiddenrows hssfsheet sh cellrangeaddresslist list boolean hide for int jj 0 jj list countranges jj cellrangeaddress cra list getcellrangeaddress jj,CellRangeAddressList,3.0
60212069_5.txt,public static cellrangeaddresslist getentirerow cellrangeaddresslist cellsrefs for int i 0 i cellsrefs countranges i cellrangeaddress cra cellsrefs getcellrangeaddress i,CellRangeAddressList,3.0
60212069_4.txt,cellrangeaddresslist listcra new cellrangeaddresslist listcra addcellrangeaddress cra listcra addcellrangeaddress cra return listcra countranges 0 listcra null,CellRangeAddressList,1.0
60212057_1.txt,cellrangeaddresslist workr sarea workformul workr addcellrangeaddress yyy yyy 0 0 if workr null workr countranges 0 cellrangeaddress cellreff workr getcellrangeaddress 0 cellreff workr getcellrangeaddress workr countranges 1,CellRangeAddressList,2.0
60212057_2.txt,cellrangeaddresslist areas excelutils getentirerow workr for int iarea 0 iarea areas countranges iarea excelutils paste sh areas getcellrangeaddress iarea buff excelutils xlformats areas getcellrangeaddress 0 for int iarea 0 iarea areas countranges iarea areas getcellrangeaddress iarea for int iarea 0 iarea areas countranges iarea areas getcellrangeaddress iarea,CellRangeAddressList,3.0
60212057_3.txt,cellrangeaddresslist workr sarea workr addcellrangeaddress yyy yyy 0 0 cellrangeaddress cra workr getcellrangeaddress workr countranges 1 for int i 0 i workr countranges i begrow workr getcellrangeaddress i getlastrow 1 sh grouprow begrow workr getcellrangeaddress i getfirstrow 1 begrow workr getcellrangeaddress i getlastrow 1 for int i 0 i workr countranges i cra excelutils intersectrectangular workr getcellrangeaddress i,CellRangeAddressList,3.0
60212057_4.txt,cellrangeaddresslist l excelutils getentirerow list for int ii 0 ii l countranges ii cellrangeaddress workrange l getcellrangeaddress ii,CellRangeAddressList,3.0
60212057_5.txt,cellrangeaddresslist list excelutils getspecialcells sh cra excelutils xlcelltype xlcelltypeformulas if list null list getsize 0 for int jj 0 jj list countranges jj cellrangeaddress crb list getcellrangeaddress jj,CellRangeAddressList,2.0
15642380_1.txt,gutsrecord rec new gutsrecord rec field 1 left row gutter field 1 left row gutter rec field 2 top col gutter field 2 top col gutter rec field 3 row level max field 3 row level max rec field 4 col level max field 4 col level max,GutsRecord,2.0
15642365_1.txt,gutsrecord retval new gutsrecord retval setleftrowgutter short 0 retval settopcolgutter short 0 retval setrowlevelmax short 0 retval setcollevelmax short 0,GutsRecord,1.0
15642365_2.txt,gutsrecord guts gutsrecord findfirstrecordbysid gutsrecord sid guts setcollevelmax short maxlevel 1 guts settopcolgutter short 0 guts settopcolgutter short 29 12 maxlevel 1,GutsRecord,1.0
15642365_3.txt,gutsrecord guts gutsrecord findfirstrecordbysid gutsrecord sid guts setrowlevelmax short maxlevel 1 guts setleftrowgutter short 29 12 maxlevel,GutsRecord,1.0
15642333_1.txt,hssfshapegroup group new hssfshapegroup null anchor group anchor anchor,HSSFShapeGroup,1.0
15642323_1.txt,private hssfshapegroup eschergroup hssfsimpleshape shape eschergroup createshape new hssfchildanchor x1 y1 x2 y2 hssfsimpleshape shape eschergroup createshape new hssfchildanchor x y x width y height hssfpolygon shape eschergroup createpolygon new hssfchildanchor left top right bottom hssftextbox textbox eschergroup createtextbox new hssfchildanchor x y x width y height hssfsimpleshape shape eschergroup createshape new hssfchildanchor x y x width y height,HSSFShapeGroup,1.0
15642300_1.txt,hssfshapegroup group new hssfshapegroup this anchor group anchor anchor,HSSFShapeGroup,1.0
15642409_1.txt,private void convertgroup hssfshapegroup shape eschercontainerrecord escherparent map shapetoobj spgr setrectx1 shape getx1 spgr setrecty1 shape gety1 spgr setrectx2 shape getx2 spgr setrecty2 shape gety2 if shape getanchor instanceof hssfclientanchor anchor convertanchor createanchor shape getanchor,HSSFShapeGroup,2.0
12208690_1.txt,xwpfstyle style document getstyles getstyle styleid ctppr xwpfparagraphproperties style getctstyle getppr if style getctstyle getrpr null fontinfos fontinfos processrpr style getctstyle getrpr cttblprbase xwpftableproperties style getctstyle gettblpr,XWPFStyle,1.0
96673289_1.txt,public static ctppr getppr xwpfstyle style ctstyle ctstyle style getctstyle,XWPFStyle,3.0
96673286_1.txt,xwpfstyle style document getstyles getstyle styleid ctppr xwpfparagraphproperties style getctstyle getppr ctstyle ctstyle style getctstyle,XWPFStyle,2.0
12208680_1.txt,public static ctrpr getrpr xwpfstyle style ctstyle ctstyle style getctstyle,XWPFStyle,3.0
96673238_1.txt,public static ctrpr getrpr xwpfstyle style ctstyle ctstyle style getctstyle,XWPFStyle,3.0
96673303_1.txt,xwpfstyle tablestyle super getxwpfstyle cell gettablerow gettable getstyleid tablestyleborders tablestyle getctstyle gettblpr gettblborders,XWPFStyle,4.0
12208719_1.txt,xwpfstyle style document getstyles getstyle styleid ctppr xwpfparagraphproperties style getctstyle getppr ctstyle ctstyle style getctstyle,XWPFStyle,2.0
96673278_1.txt,public static ctppr getppr xwpfstyle style ctstyle ctstyle style getctstyle,XWPFStyle,3.0
96673306_1.txt,xwpfstyle style document getstyles getstyle styleid ctppr xwpfparagraphproperties style getctstyle getppr if style getctstyle getrpr null cttblprbase xwpftableproperties style getctstyle gettblpr,XWPFStyle,1.0
12208683_1.txt,public static ctppr getppr xwpfstyle style ctstyle ctstyle style getctstyle,XWPFStyle,3.0
12208720_1.txt,public static ctppr getppr xwpfstyle style ctstyle ctstyle style getctstyle,XWPFStyle,3.0
7982558_1.txt,opcpackage opcpackage opcpackage open inputstream arraylist packagepart parts opcpackage getparts arraylist packagepart signatureparts opcpackage,OPCPackage,2.0
401673_1.txt,private opcpackage pack pack close,OPCPackage,5.0
401675_2.txt,private packagepart createpart opcpackage pack packagepart corepart string name file file string contenttype string relationshiptype if pack containpart partname return null part pack createpart partname contenttype pack addrelationship partname targetmode internal relationshiptype,OPCPackage,6.0
401675_1.txt,private opcpackage pack pack close if pack containpart partname return null part pack createpart partname contenttype pack addrelationship partname targetmode internal relationshiptype,OPCPackage,6.0
401674_1.txt,public static list packagepart getcoreparts opcpackage pack for packagerelationship rel pack getrelationshipsbytype tkitrelationshiptypes core document res add pack getpart packagingurihelper createpartname rel gettargeturi,OPCPackage,1.0
401674_2.txt,public static packagepart getcorepart opcpackage pack for packagerelationship rel pack getrelationshipsbytype tkitrelationshiptypes core document res add pack getpart packagingurihelper createpartname rel gettargeturi,OPCPackage,1.0
401674_3.txt,opcpackage pack part getpackage return pack getpart packagingurihelper createpartname rels getrelationship 0 gettargeturi,OPCPackage,3.0
111785505_1.txt,opcpackage pkg opcpackage open input getfile tostring pkg getrelationshipsbytype extractorfactory core document rel packagepart corepart pkg getpart core getrelationship 0,OPCPackage,4.0
95326019_1.txt,private opcpackage opcpkg opcpkg close,OPCPackage,5.0
126772664_1.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals papersize a4 paper printsetup getpapersizeenum assertequals printorientation landscape printsetup getorientation assertequals 1 0 2 54 printsetup getheadermargin 0 01 assertequals 1 0 2 54 printsetup getfootermargin 0 01,XSSFPrintSetup,1.0
126772664_2.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals papersize a4 paper printsetup getpapersizeenum assertequals printorientation landscape printsetup getorientation assertequals 0 3 printsetup getheadermargin 0 01 assertequals 0 3 printsetup getfootermargin 0 01,XSSFPrintSetup,2.0
122565092_1.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals papersize a4 paper printsetup getpapersizeenum assertequals printorientation landscape printsetup getorientation assertequals 0 7 2 54 printsetup getheadermargin 0 01 assertequals 0 7 2 54 printsetup getfootermargin 0 01,XSSFPrintSetup,3.0
122565074_2.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals xssfprintsetup a4 papersize printsetup getpapersize assertequals false printsetup getlandscape assertequals 0 7 2 54 printsetup getheadermargin 0 01 assertequals 0 7 2 54 printsetup getfootermargin 0 01,XSSFPrintSetup,3.0
122565092_2.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals papersize a4 paper printsetup getpapersizeenum assertequals printorientation landscape printsetup getorientation assertequals 0 3 printsetup getheadermargin 0 01 assertequals 0 3 printsetup getfootermargin 0 01,XSSFPrintSetup,2.0
122565074_1.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals xssfprintsetup a4 papersize printsetup getpapersize assertequals false printsetup getlandscape assertequals 0 7 2 54 printsetup getheadermargin 0 01 assertequals 0 7 2 54 printsetup getfootermargin 0 01,XSSFPrintSetup,3.0
64531687_2.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals papersize a4 paper printsetup getpapersizeenum assertequals printorientation landscape printsetup getorientation assertequals 0 3 printsetup getheadermargin 0 01 assertequals 0 3 printsetup getfootermargin 0 01,XSSFPrintSetup,2.0
64531687_1.txt,xssfprintsetup printsetup sheet0 getprintsetup assertequals papersize a4 paper printsetup getpapersizeenum assertequals printorientation landscape printsetup getorientation assertequals 1 0 2 54 printsetup getheadermargin 0 01 assertequals 1 0 2 54 printsetup getfootermargin 0 01,XSSFPrintSetup,1.0
15642318_1.txt,footerrecord footerrecord string foot footerrecord getfooter footerrecord setfooter footerrecord setfooterlength byte footerrecord getfooter length,FooterRecord,1.0
15642318_2.txt,protected hssffooter footerrecord footerrecord string foot footerrecord getfooter,FooterRecord,1.0
15642430_1.txt,footerrecord rec new footerrecord rec field 1 footer len field 1 footer len rec field 2 reserved field 2 reserved rec field 3 unicode flag field 3 unicode flag rec field 4 footer field 4 footer,FooterRecord,2.0
15642365_1.txt,footerrecord retval new footerrecord retval setfooterlength byte 0 retval setfooter null,FooterRecord,2.0
15642256_4.txt,private integerfield xbat start return xbat start get,IntegerField,2.0
15642256_5.txt,private integerfield xbat count return xbat count get,IntegerField,2.0
15642256_2.txt,private integerfield property start return property start get,IntegerField,2.0
15642256_3.txt,private integerfield sbat start return sbat start get,IntegerField,2.0
15642256_1.txt,private integerfield bat count return bat count get,IntegerField,2.0
15642253_3.txt,private integerfield sbat start sbat start set startblock data,IntegerField,4.0
15642253_2.txt,private integerfield property start property start set startblock data,IntegerField,4.0
15642253_1.txt,private integerfield bat count bat count set blockcount data,IntegerField,4.0
15642253_5.txt,private integerfield xbat start xbat start set startblock blockcount data xbat start set poifsconstants end of chain data,IntegerField,4.0
15642246_9.txt,private integerfield size return size get return property issmall size get size set size raw data,IntegerField,2.0
15642246_8.txt,private integerfield start block start block set startblock raw data return start block get,IntegerField,2.0
15642253_4.txt,private integerfield sbat block count sbat block count set count data,IntegerField,4.0
15642253_6.txt,private integerfield xbat count xbat count set rvalue length data,IntegerField,4.0
15642246_6.txt,private integerfield seconds 2 time long seconds 2 get 0x0000ffffl,IntegerField,3.0
15642246_7.txt,private integerfield days 2 time days 2 get,IntegerField,3.0
15642246_5.txt,private integerfield days 1 long time days 1 get,IntegerField,1.0
15642246_4.txt,private integerfield seconds 1 time long seconds 1 get 0x0000ffffl,IntegerField,1.0
15642246_1.txt,private integerfield previous property return previous property get previous property set child null no index,IntegerField,2.0
15642246_3.txt,private integerfield child property child property set child raw data return child property get,IntegerField,2.0
15642246_2.txt,private integerfield next property return next property get next property set child null no index,IntegerField,2.0
97406799_3.txt,public boolean fetch xslfsimpleshape shape ctlineproperties sppr shape getsppr getln,XSLFSimpleShape,1.0
97406799_2.txt,public boolean fetch xslfsimpleshape shape ctshapeproperties sppr shape getsppr,XSLFSimpleShape,1.0
