filename, directory, cluster
111785559_1.txt, Paragraph, 2
112311786_1.txt, Paragraph, 1
73315299_2.txt, Paragraph, 1
73315299_1.txt, Paragraph, 1
94171992_1.txt, Paragraph, 1
61719045_1.txt, Paragraph, 1
15642330_1.txt, Paragraph, 1
558689_1.txt, Paragraph, 1
12440188_1.txt, XSLFSlide, 7
68613461_1.txt, XSLFSlide, 5
15642598_1.txt, XSLFSlide, 3
12440192_1.txt, XSLFSlide, 4
92669291_1.txt, XSLFSlide, 7
12440044_1.txt, XSLFSlide, 1
111785559_1.txt, XSLFSlide, 2
112311786_1.txt, XSLFSlide, 7
73315299_2.txt, XSLFSlide, 6
73315299_1.txt, XSLFSlide, 8
94171992_1.txt, XSLFSlide, 9
12440188_1.txt, XSLFTextParagraph, 1
68613461_1.txt, XSLFTextParagraph, 1
15642598_1.txt, XSLFTextParagraph, 3
12440192_1.txt, XSLFTextParagraph, 1
92669291_1.txt, XSLFTextParagraph, 1
12440044_1.txt, XSLFTextParagraph, 1
111785559_1.txt, XSLFTextParagraph, 1
112311786_1.txt, XSLFTextParagraph, 2
73315299_2.txt, XSLFTextParagraph, 1
73315299_1.txt, XSLFTextParagraph, 1
94171992_1.txt, XSLFTextParagraph, 1
61719045_1.txt, XSLFTextParagraph, 1
15642330_1.txt, XSLFTextParagraph, 1
558689_1.txt, XSLFTextParagraph, 1
133035254_1.txt, XSLFTextParagraph, 1
15642409_2.txt, XSLFTextParagraph, 1
66638946_1.txt, XSLFTextParagraph, 1
15642409_1.txt, XSLFTextParagraph, 1
3760572_1.txt, XSLFTextParagraph, 1
12440188_1.txt, FormatRecord, 1
68613461_1.txt, FormatRecord, 2
15642598_1.txt, FormatRecord, 1
12440192_1.txt, FormatRecord, 1
12440188_1.txt, Property, 1
68613461_1.txt, Property, 1
15642598_1.txt, Property, 2
12440192_1.txt, Property, 1
92669291_1.txt, Property, 3
12440188_1.txt, HSSFRequest, 1
68613461_1.txt, HSSFRequest, 1
15642598_1.txt, HSSFRequest, 1
12440192_1.txt, HSSFRequest, 1
92669291_1.txt, HSSFRequest, 1
12440044_1.txt, HSSFRequest, 1
111785559_1.txt, HSSFRequest, 1
112311786_1.txt, HSSFRequest, 2
12440188_1.txt, EscherSimpleProperty, 2
68613461_1.txt, EscherSimpleProperty, 2
15642598_1.txt, EscherSimpleProperty, 1
